name,tempmax,tempmin,feelslikemax,feelslikemin,humidity,precip,precipprob,precipcover,windspeed,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,description,day,month,year,sunset_time,sunrise_time,avg_temp,avg_feelsliketemp,dew_point,Overcast,Partially cloudy,Rain,"Rain, Overcast","Rain, Partially cloudy",season
"Port of Spain, Trinidad, Trinidad And Tobago",30.88888888888889,23.000000000000004,32.27777777777778,23.000000000000004,72.6,0.0,0,0.0,20.8,43.6,6.7,255.8,22.0,9.0,0.97,Partly cloudy throughout the day.,16,3,2018,18:16:54,06:12:30,26.5,27.333333333333332,20.888888888888886,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,23.055555555555557,33.27777777777778,23.055555555555557,71.5,0.0,0,0.0,17.2,39.8,6.4,273.4,23.5,9.0,0.0,Partly cloudy throughout the day.,17,3,2018,18:16:55,06:11:55,26.77777777777778,27.61111111111111,20.777777777777782,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.11111111111111,21.0,32.44444444444444,21.0,71.9,0.0,0,0.0,16.1,35.6,6.5,267.7,23.1,9.0,0.04,Partly cloudy throughout the day.,18,3,2018,18:16:55,06:11:20,25.777777777777782,26.27777777777778,19.777777777777775,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",30.833333333333332,20.888888888888886,31.27777777777778,20.888888888888886,70.6,0.0,0,0.0,18.3,34.3,6.7,296.3,25.5,10.0,0.08,Partly cloudy throughout the day.,19,3,2018,18:16:55,06:10:44,25.38888888888889,25.72222222222222,19.0,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,20.833333333333332,33.05555555555556,20.833333333333332,70.5,0.0,0,0.0,16.1,36.4,6.7,283.3,24.6,10.0,0.11,Partly cloudy throughout the day.,20,3,2018,18:16:56,06:10:09,26.055555555555557,26.833333333333332,19.833333333333332,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",30.0,23.944444444444443,35.166666666666664,23.944444444444443,83.5,8.991599999999998,100,12.5,20.8,52.5,6.1,233.9,20.3,9.0,0.15,Partly cloudy throughout the day with rain.,21,3,2018,18:16:56,06:09:33,26.38888888888889,28.111111111111107,23.277777777777782,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,24.0,38.05555555555556,24.0,74.9,0.0,0,0.0,20.8,36.6,6.5,278.1,23.9,9.0,0.18,Partly cloudy throughout the day.,22,3,2018,18:16:56,06:08:57,26.833333333333332,28.111111111111107,21.77777777777778,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",30.0,21.999999999999996,31.38888888888889,21.999999999999996,71.8,0.2032,100,4.17,20.8,41.9,6.6,281.4,24.3,10.0,0.22,Partly cloudy throughout the day with afternoon rain.,23,3,2018,18:16:55,06:08:21,26.166666666666664,26.888888888888893,20.38888888888889,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,20.944444444444443,33.05555555555556,20.944444444444443,73.3,0.1016,100,4.17,17.2,44.0,7.0,290.8,25.3,10.0,0.25,Partly cloudy throughout the day with afternoon rain.,24,3,2018,18:16:55,06:07:45,25.611111111111107,26.22222222222222,20.11111111111111,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",30.0,21.999999999999996,33.333333333333336,21.999999999999996,79.2,0.1016,100,4.17,19.7,55.5,6.4,271.9,23.6,10.0,0.29,Partly cloudy throughout the day with afternoon rain.,25,3,2018,18:16:55,06:07:09,25.611111111111107,26.722222222222218,21.555555555555557,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",29.055555555555557,23.055555555555557,32.111111111111114,23.055555555555557,80.8,3.2003999999999997,100,8.33,17.2,48.8,6.4,273.0,23.4,10.0,0.33,Partly cloudy throughout the day with rain in the morning and afternoon.,26,3,2018,18:16:55,06:06:34,26.0,27.22222222222222,22.333333333333332,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,23.88888888888889,33.77777777777778,23.88888888888889,74.2,0.0,0,0.0,15.0,35.4,6.7,285.6,24.7,10.0,0.36,Partly cloudy throughout the day.,27,3,2018,18:16:54,06:05:58,26.833333333333332,27.88888888888889,21.5,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,23.000000000000004,34.388888888888886,23.000000000000004,75.7,0.0,0,0.0,15.0,41.6,4.7,266.1,23.1,9.0,0.4,Partly cloudy throughout the day.,28,3,2018,18:16:54,06:05:22,26.666666666666668,27.77777777777778,21.722222222222218,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,23.000000000000004,34.55555555555556,23.000000000000004,75.4,0.0,0,0.0,15.0,39.8,5.6,274.5,23.7,9.0,0.43,Partly cloudy throughout the day.,29,3,2018,18:16:54,06:04:46,26.833333333333332,28.055555555555557,21.888888888888893,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.0,21.999999999999996,34.94444444444444,21.999999999999996,73.0,0.0,0,0.0,16.1,40.6,6.4,287.2,24.8,10.0,0.47,Partly cloudy throughout the day.,30,3,2018,18:16:53,06:04:10,26.888888888888893,28.055555555555557,21.27777777777778,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,22.055555555555557,33.05555555555556,22.055555555555557,75.5,0.0,0,0.0,17.2,47.1,6.8,233.8,20.2,8.0,0.5,Partly cloudy throughout the day.,31,3,2018,18:16:53,06:03:35,26.055555555555557,26.944444444444443,21.166666666666664,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,21.944444444444443,33.77777777777778,21.944444444444443,72.7,0.0,0,0.0,16.1,39.7,6.8,250.5,21.6,8.0,0.54,Partly cloudy throughout the day.,1,4,2018,18:16:53,06:02:59,26.27777777777778,27.16666666666667,20.500000000000004,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.0,21.0,34.166666666666664,21.0,74.4,0.0,0,0.0,16.1,36.1,6.8,292.3,25.1,10.0,0.57,Partly cloudy throughout the day.,2,4,2018,18:16:53,06:02:24,26.27777777777778,27.444444444444446,21.0,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,24.0,33.833333333333336,24.0,73.8,2.0065999999999997,100,4.17,21.9,44.9,6.7,289.8,25.0,10.0,0.6,Partly cloudy throughout the day with afternoon rain.,3,4,2018,18:16:53,06:01:49,26.888888888888893,28.166666666666668,21.611111111111114,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.0,23.000000000000004,34.166666666666664,23.000000000000004,68.6,0.0,0,0.0,17.2,38.5,6.8,288.6,25.0,9.0,0.63,Clearing in the afternoon.,4,4,2018,18:16:53,06:01:14,27.277777777777775,28.333333333333332,20.666666666666668,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.0,22.944444444444443,33.5,22.944444444444443,68.2,0.0,0,0.0,13.9,34.6,6.8,291.1,25.0,10.0,0.67,Partly cloudy throughout the day.,5,4,2018,18:16:53,06:00:39,26.666666666666668,27.38888888888889,20.0,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.0,21.055555555555557,34.94444444444444,21.055555555555557,71.5,0.0,0,0.0,15.4,32.1,6.6,297.6,25.7,10.0,0.7,Partly cloudy throughout the day.,6,4,2018,18:16:54,06:00:05,26.5,27.444444444444446,20.33333333333333,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,21.999999999999996,33.833333333333336,21.999999999999996,80.0,0.0,0,0.0,18.3,57.2,6.5,260.8,22.5,9.0,0.73,Partly cloudy throughout the day.,7,4,2018,18:16:55,05:59:30,25.38888888888889,26.22222222222222,21.555555555555557,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.11111111111111,23.000000000000004,34.72222222222222,23.000000000000004,77.6,5.0038,100,8.33,21.9,53.9,6.8,266.8,23.0,9.0,0.75,Partly cloudy throughout the day with rain in the morning and afternoon.,8,4,2018,18:16:55,05:58:56,26.166666666666664,27.22222222222222,21.722222222222218,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,21.999999999999996,33.77777777777778,21.999999999999996,70.3,0.0,0,0.0,18.3,37.4,7.0,291.9,25.1,10.0,0.79,Partly cloudy throughout the day.,9,4,2018,18:16:56,05:58:23,26.999999999999996,28.166666666666668,20.833333333333332,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",30.0,23.944444444444443,32.77777777777778,23.944444444444443,73.4,0.2032,100,4.17,20.8,41.7,6.9,274.7,23.8,9.0,0.83,Partly cloudy throughout the day with late afternoon rain.,10,4,2018,18:16:57,05:57:49,26.5,27.555555555555554,21.27777777777778,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,23.333333333333332,33.111111111111114,23.333333333333332,75.6,0.2032,100,8.33,17.2,44.3,6.9,287.2,24.8,10.0,0.86,Partly cloudy throughout the day with rain.,11,4,2018,18:16:59,05:57:17,26.22222222222222,27.055555555555557,21.333333333333336,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",30.0,23.000000000000004,32.55555555555556,23.000000000000004,84.2,8.966199999999999,100,12.5,16.3,59.4,6.0,267.6,23.2,9.0,0.89,Partly cloudy throughout the day with rain.,12,4,2018,18:17:00,05:56:44,25.33333333333333,26.11111111111111,22.333333333333332,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,23.000000000000004,33.77777777777778,23.000000000000004,70.8,0.1016,100,4.17,18.3,35.1,6.7,267.3,23.1,9.0,0.92,Partly cloudy throughout the day with morning rain.,13,4,2018,18:17:02,05:56:12,26.999999999999996,27.77777777777778,20.944444444444443,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",58.94444444444444,21.999999999999996,58.94444444444444,21.999999999999996,77.1,25.0952,100,8.33,20.8,60.1,6.1,228.9,19.9,7.0,0.95,Partly cloudy throughout the day with rain.,14,4,2018,18:17:04,05:55:40,27.055555555555557,28.055555555555557,21.722222222222218,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",29.88888888888889,23.88888888888889,33.05555555555556,23.88888888888889,78.6,0.1016,100,4.17,17.2,44.5,6.4,254.5,22.0,9.0,0.0,Partly cloudy throughout the day with afternoon rain.,15,4,2018,18:17:07,05:55:08,26.27777777777778,27.666666666666668,22.16666666666667,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",29.0,23.88888888888889,33.5,23.88888888888889,83.8,2.0065999999999997,100,4.17,15.0,51.4,5.4,183.4,15.8,7.0,0.02,Partly cloudy throughout the day with afternoon rain.,16,4,2018,18:17:09,05:54:37,26.11111111111111,27.38888888888889,23.055555555555557,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",28.111111111111107,24.88888888888889,32.72222222222222,24.88888888888889,88.4,3.8099999999999996,100,12.5,17.0,48.9,5.6,237.5,20.4,9.0,0.06,Partly cloudy throughout the day with rain.,17,4,2018,18:17:12,05:54:07,25.888888888888886,26.999999999999996,23.77777777777778,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",30.0,24.0,34.0,24.0,82.5,3.2003999999999997,100,12.5,18.3,54.5,6.5,244.8,21.3,8.0,0.09,Partly cloudy throughout the day with rain.,18,4,2018,18:17:15,05:53:37,26.333333333333336,27.61111111111111,22.944444444444443,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,22.88888888888889,34.55555555555556,22.88888888888889,80.3,0.0,0,0.0,19.7,49.4,6.2,260.5,22.5,9.0,0.13,Partly cloudy throughout the day.,19,4,2018,18:17:19,05:53:07,26.055555555555557,27.16666666666667,22.11111111111111,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,23.000000000000004,34.22222222222222,23.000000000000004,78.0,0.0,0,0.0,19.7,41.8,6.8,272.3,23.5,9.0,0.16,Partly cloudy throughout the day.,20,4,2018,18:17:23,05:52:38,26.666666666666668,28.000000000000004,22.22222222222222,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",30.11111111111111,23.000000000000004,33.5,23.000000000000004,80.0,0.4064,100,8.33,17.2,42.9,6.8,272.0,23.6,9.0,0.2,Partly cloudy throughout the day with rain in the morning and afternoon.,21,4,2018,18:17:27,05:52:10,26.611111111111114,28.166666666666668,22.61111111111111,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,21.999999999999996,34.666666666666664,21.999999999999996,76.9,0.0,0,0.0,16.5,38.7,6.9,301.3,26.1,10.0,0.25,Partly cloudy throughout the day.,22,4,2018,18:17:31,05:51:42,26.722222222222218,28.166666666666668,21.999999999999996,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,23.88888888888889,34.55555555555556,23.88888888888889,74.9,0.0,0,0.0,16.1,46.2,7.0,284.6,24.6,9.0,0.27,Partly cloudy throughout the day.,23,4,2018,18:17:36,05:51:15,27.055555555555557,28.388888888888886,21.944444444444443,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,23.944444444444443,35.5,23.944444444444443,77.2,0.0,0,0.0,17.2,46.5,6.7,239.4,20.6,8.0,0.31,Partly cloudy throughout the day.,24,4,2018,18:17:41,05:50:48,26.5,27.722222222222225,21.999999999999996,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,23.944444444444443,34.55555555555556,23.944444444444443,74.9,0.0,0,0.0,16.1,41.8,6.7,289.3,25.0,10.0,0.34,Partly cloudy throughout the day.,25,4,2018,18:17:47,05:50:22,27.11111111111111,28.555555555555557,21.999999999999996,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,24.0,33.77777777777778,24.0,73.0,0.3048,100,4.17,17.2,36.6,6.8,295.4,25.4,10.0,0.38,Partly cloudy throughout the day with morning rain.,26,4,2018,18:17:52,05:49:56,27.333333333333332,28.61111111111111,21.722222222222218,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.0,23.88888888888889,34.94444444444444,23.88888888888889,72.1,0.0,0,0.0,15.0,41.9,6.9,301.2,26.1,10.0,0.41,Partly cloudy throughout the day.,27,4,2018,18:17:59,05:49:31,27.277777777777775,28.5,21.444444444444443,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.11111111111111,24.0,33.94444444444444,24.0,72.5,0.0,0,0.0,18.3,32.4,6.7,246.0,21.2,9.0,0.45,Partly cloudy throughout the day.,28,4,2018,18:18:05,05:49:07,27.11111111111111,28.388888888888886,21.5,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.0,24.0,34.94444444444444,24.0,75.3,0.1016,100,4.17,18.3,53.5,6.4,262.6,22.7,9.0,0.5,Partly cloudy throughout the day with afternoon rain.,29,4,2018,18:18:12,05:48:43,27.16666666666667,28.388888888888886,22.11111111111111,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,24.88888888888889,35.388888888888886,24.88888888888889,76.4,0.0,0,0.0,19.7,42.6,6.4,289.4,24.8,10.0,0.52,Partly cloudy throughout the day.,30,4,2018,18:18:19,05:48:20,27.277777777777775,28.944444444444443,22.555555555555554,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,24.0,34.611111111111114,24.0,76.8,0.9905999999999999,100,4.17,19.7,56.1,6.5,271.8,23.5,9.0,0.55,Partly cloudy throughout the day with morning rain.,1,5,2018,18:18:27,05:47:58,26.944444444444443,28.388888888888886,22.277777777777775,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,23.944444444444443,35.5,23.944444444444443,77.7,0.2032,100,4.17,17.2,45.6,6.4,269.8,23.4,9.0,0.58,Partly cloudy throughout the day with morning rain.,2,5,2018,18:18:35,05:47:36,27.22222222222222,29.0,22.722222222222225,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.833333333333332,24.0,34.72222222222222,24.0,75.9,0.0,0,0.0,18.3,43.5,6.5,277.4,23.9,9.0,0.62,Partly cloudy throughout the day.,3,5,2018,18:18:44,05:47:15,27.5,29.166666666666668,22.61111111111111,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,24.0,33.77777777777778,24.0,77.2,0.3048,100,4.17,20.8,51.4,6.3,227.0,19.6,8.0,0.65,Partly cloudy throughout the day with late afternoon rain.,4,5,2018,18:18:52,05:46:55,27.055555555555557,28.333333333333332,22.555555555555554,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,24.0,34.55555555555556,24.0,79.2,0.3048,100,8.33,19.7,52.4,6.4,266.9,22.9,9.0,0.68,Partly cloudy throughout the day with rain.,5,5,2018,18:19:02,05:46:35,26.833333333333332,28.5,22.77777777777778,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",29.055555555555557,24.0,32.833333333333336,24.0,87.1,12.014199999999999,100,8.33,21.9,50.5,6.1,233.3,20.1,8.0,0.71,Partly cloudy throughout the day with rain.,6,5,2018,18:19:11,05:46:17,25.555555555555557,26.27777777777778,23.22222222222222,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,24.0,34.55555555555556,24.0,75.0,0.0,0,0.0,20.8,41.5,6.7,246.1,21.1,9.0,0.75,Partly cloudy throughout the day.,7,5,2018,18:19:21,05:45:59,27.16666666666667,28.61111111111111,22.11111111111111,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,23.88888888888889,34.55555555555556,23.88888888888889,83.3,7.416799999999999,100,8.33,18.3,64.4,6.2,246.1,21.2,9.0,0.78,Partly cloudy throughout the day with rain.,8,5,2018,18:19:32,05:45:42,25.888888888888886,26.944444444444443,22.61111111111111,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",30.0,24.0,34.166666666666664,24.0,82.7,1.6001999999999998,100,8.33,20.8,52.6,6.4,228.1,19.8,7.0,0.81,Partly cloudy throughout the day with rain in the morning and afternoon.,9,5,2018,18:19:42,05:45:25,26.38888888888889,27.77777777777778,23.055555555555557,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",30.0,24.0,34.05555555555556,24.0,81.7,0.9905999999999999,100,4.17,18.3,52.6,6.6,267.5,23.1,9.0,0.84,Partly cloudy throughout the day with morning rain.,10,5,2018,18:19:53,05:45:09,26.611111111111114,28.111111111111107,23.111111111111107,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,25.0,35.5,25.0,76.0,0.0,0,0.0,19.7,39.8,6.6,281.1,24.3,10.0,0.88,Partly cloudy throughout the day.,11,5,2018,18:20:05,05:44:54,27.5,29.22222222222222,22.666666666666668,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,24.88888888888889,33.77777777777778,24.88888888888889,75.3,0.2032,100,4.17,20.8,39.7,6.6,273.7,23.6,9.0,0.91,Partly cloudy throughout the day with morning rain.,12,5,2018,18:20:17,05:44:40,27.16666666666667,28.666666666666668,22.22222222222222,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",30.055555555555557,24.0,35.166666666666664,24.0,84.8,11.5062,100,12.5,20.8,58.7,5.8,252.9,21.8,9.0,0.94,Partly cloudy throughout the day with rain.,13,5,2018,18:20:29,05:44:27,26.27777777777778,27.722222222222225,23.388888888888886,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,24.0,35.5,24.0,79.0,2.0065999999999997,100,4.17,25.3,59.7,6.6,284.3,24.3,9.0,0.97,Partly cloudy throughout the day with morning rain.,14,5,2018,18:20:41,05:44:14,27.22222222222222,28.944444444444443,22.944444444444443,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",30.0,24.0,34.111111111111114,24.0,79.4,2.3114,100,8.33,18.3,48.8,6.3,264.5,22.9,9.0,0.0,Partly cloudy throughout the day with rain in the morning and afternoon.,15,5,2018,18:20:54,05:44:03,26.722222222222218,28.388888888888886,22.722222222222225,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,24.0,33.0,24.0,72.8,0.4064,100,4.17,18.3,38.4,6.9,304.1,26.1,10.0,0.04,Partly cloudy throughout the day with morning rain.,16,5,2018,18:21:07,05:43:52,27.16666666666667,28.166666666666668,21.5,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,23.000000000000004,32.94444444444444,23.000000000000004,70.1,0.0,0,0.0,17.2,32.9,7.2,300.8,26.0,10.0,0.08,Partly cloudy throughout the day.,17,5,2018,18:21:20,05:43:42,26.888888888888893,27.722222222222225,20.555555555555557,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.0,21.888888888888893,34.888888888888886,21.888888888888893,73.9,0.0,0,0.0,18.3,40.6,7.2,274.2,23.6,9.0,0.11,Partly cloudy throughout the day.,18,5,2018,18:21:34,05:43:32,26.77777777777778,27.83333333333333,21.333333333333336,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",27.88888888888889,24.0,30.38888888888889,24.0,83.9,0.2032,100,4.17,17.2,67.1,6.8,161.4,14.1,5.0,0.15,Partly cloudy throughout the day with afternoon rain.,19,5,2018,18:21:48,05:43:24,25.666666666666668,26.166666666666664,22.666666666666668,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",30.555555555555557,25.0,35.44444444444444,25.0,86.4,4.8768,100,8.33,17.2,58.4,6.7,249.9,21.3,8.0,0.18,Partly cloudy throughout the day with rain in the morning and afternoon.,20,5,2018,18:22:03,05:43:16,26.444444444444443,28.111111111111107,23.944444444444443,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,24.833333333333332,36.55555555555556,24.833333333333332,83.8,4.013199999999999,100,8.33,16.1,43.4,6.6,258.1,22.3,8.0,0.25,Partly cloudy throughout the day with rain.,21,5,2018,18:22:17,05:43:09,27.055555555555557,29.166666666666668,23.944444444444443,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",30.0,24.833333333333332,35.111111111111114,24.833333333333332,87.4,3.302,100,8.33,23.0,48.1,6.5,216.4,18.7,8.0,0.25,Partly cloudy throughout the day with rain.,22,5,2018,18:22:32,05:43:03,26.5,28.111111111111107,24.111111111111114,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,24.0,35.5,24.0,81.1,2.0065999999999997,100,4.17,19.7,52.3,7.1,272.1,23.5,9.0,0.29,Partly cloudy throughout the day with morning rain.,23,5,2018,18:22:47,05:42:58,27.277777777777775,29.333333333333332,23.5,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.11111111111111,24.0,36.5,24.0,79.7,0.6096,100,4.17,17.2,40.9,6.9,305.3,26.5,10.0,0.33,Partly cloudy throughout the day with morning rain.,24,5,2018,18:23:02,05:42:53,27.22222222222222,29.055555555555557,23.111111111111107,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,23.000000000000004,35.5,23.000000000000004,78.4,0.0,0,0.0,20.8,43.0,6.8,300.4,26.1,10.0,0.36,Partly cloudy throughout the day.,25,5,2018,18:23:18,05:42:49,26.944444444444443,28.666666666666668,22.555555555555554,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",30.0,23.000000000000004,35.111111111111114,23.000000000000004,87.8,11.6078,100,8.33,18.3,54.8,6.5,248.7,21.5,9.0,0.4,Partly cloudy throughout the day with rain in the morning and afternoon.,26,5,2018,18:23:33,05:42:46,26.333333333333336,28.22222222222222,24.055555555555557,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.11111111111111,24.0,35.5,24.0,79.2,0.1016,100,4.17,20.8,43.7,6.5,298.9,25.9,10.0,0.43,Partly cloudy throughout the day with morning rain.,27,5,2018,18:23:49,05:42:44,27.555555555555554,29.555555555555557,23.333333333333332,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.11111111111111,24.111111111111114,33.888888888888886,24.111111111111114,75.5,0.0,0,0.0,18.3,41.5,6.8,294.9,25.4,9.0,0.47,Partly cloudy throughout the day.,28,5,2018,18:24:05,05:42:43,27.444444444444446,28.944444444444443,22.38888888888889,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.88888888888889,23.833333333333336,34.55555555555556,23.833333333333336,75.7,0.0,0,0.0,17.2,36.4,6.9,281.1,24.3,9.0,0.5,Partly cloudy throughout the day.,29,5,2018,18:24:21,05:42:42,27.16666666666667,28.61111111111111,22.16666666666667,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,23.833333333333336,34.55555555555556,23.833333333333336,77.9,0.889,100,4.17,18.3,42.5,6.4,260.7,22.6,9.0,0.54,Partly cloudy throughout the day with morning rain.,30,5,2018,18:24:38,05:42:42,26.722222222222218,28.111111111111107,22.333333333333332,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.11111111111111,23.000000000000004,34.55555555555556,23.000000000000004,78.7,0.4064,100,4.17,17.2,54.0,6.6,241.0,20.8,9.0,0.57,Partly cloudy throughout the day with late afternoon rain.,31,5,2018,18:24:54,05:42:43,26.999999999999996,28.5,22.666666666666668,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,25.0,34.55555555555556,25.0,79.7,0.0,0,0.0,17.2,51.6,5.8,148.9,12.8,5.0,0.6,Partly cloudy throughout the day.,1,6,2018,18:25:10,05:42:45,27.38888888888889,29.666666666666668,23.444444444444443,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.0,25.833333333333332,35.77777777777778,25.833333333333332,73.9,0.0,0,0.0,23.0,52.8,6.3,266.1,23.0,9.0,0.63,Partly cloudy throughout the day.,2,6,2018,18:25:27,05:42:47,27.88888888888889,29.77777777777778,22.61111111111111,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.0,24.0,34.55555555555556,24.0,75.2,0.6096,100,4.17,19.7,40.0,6.3,278.5,24.2,9.0,0.67,Partly cloudy throughout the day with morning rain.,3,6,2018,18:25:43,05:42:50,27.277777777777775,28.833333333333332,22.22222222222222,0,0,0,0,1,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.0,24.0,36.77777777777778,24.0,75.5,0.0,0,0.0,18.3,57.5,6.6,235.7,20.3,8.0,0.7,Partly cloudy throughout the day.,4,6,2018,18:26:00,05:42:54,27.88888888888889,30.0,22.88888888888889,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.05555555555556,24.0,36.833333333333336,24.0,80.4,0.4064,100,4.17,17.2,35.4,6.5,270.0,23.3,9.0,0.73,Partly cloudy throughout the day with morning rain.,5,6,2018,18:26:16,05:42:58,27.666666666666668,29.944444444444443,23.666666666666664,0,0,0,0,1,Dry
